;DATE;PRODUCT_ID;SALES
86;2014-03-28;0;1
87;2014-03-29;0;1
88;2014-03-30;0;2
89;2014-03-31;0;5
90;2014-04-01;0;4
91;2014-04-02;0;5
92;2014-04-03;0;5
93;2014-04-04;0;5
94;2014-04-05;0;5
95;2014-04-06;0;9
96;2014-04-07;0;3
97;2014-04-08;0;4
98;2014-04-09;0;4
99;2014-04-10;0;4
100;2014-04-11;0;11
101;2014-04-12;0;7
102;2014-04-13;0;6
103;2014-04-14;0;2
104;2014-04-15;0;3
105;2014-04-16;0;0
106;2014-04-17;0;4
107;2014-04-18;0;5
108;2014-04-19;0;7
109;2014-04-20;0;4
110;2014-04-21;0;4
111;2014-04-22;0;7
112;2014-04-23;0;4
113;2014-04-24;0;3
114;2014-04-25;0;5
115;2014-04-26;0;1
116;2014-04-27;0;4
117;2014-04-28;0;5
118;2014-04-29;0;2
119;2014-04-30;0;6
120;2014-05-01;0;1
121;2014-05-02;0;1
122;2014-05-03;0;3
123;2014-05-04;0;5
124;2014-05-05;0;3
125;2014-05-06;0;8
126;2014-05-07;0;4
127;2014-05-08;0;6
128;2014-05-09;0;4
129;2014-05-10;0;4
130;2014-05-11;0;6
131;2014-05-12;0;3
132;2014-05-13;0;2
133;2014-05-14;0;5
134;2014-05-15;0;4
135;2014-05-16;0;3
136;2014-05-17;0;2
137;2014-05-18;0;4
138;2014-05-19;0;3
139;2014-05-20;0;2
140;2014-05-21;0;4
141;2014-05-22;0;2
142;2014-05-23;0;3
143;2014-05-24;0;3
144;2014-05-25;0;2
145;2014-05-26;0;1
146;2014-05-27;0;3
147;2014-05-28;0;4
148;2014-05-29;0;4
149;2014-05-30;0;3
150;2014-05-31;0;2
151;2014-06-01;0;3
152;2014-06-02;0;8
153;2014-06-03;0;4
154;2014-06-04;0;4
155;2014-06-05;0;5
156;2014-06-06;0;4
157;2014-06-07;0;3
158;2014-06-08;0;3
159;2014-06-09;0;2
160;2014-06-10;0;6
161;2014-06-11;0;1
162;2014-06-12;0;2
163;2014-06-13;0;4
164;2014-06-14;0;3
165;2014-06-15;0;3
166;2014-06-16;0;5
167;2014-06-17;0;7
168;2014-06-18;0;5
169;2014-06-19;0;4
170;2014-06-20;0;3
171;2014-06-21;0;3
172;2014-06-22;0;3
173;2014-06-23;0;1
174;2014-06-24;0;3
175;2014-06-25;0;1
176;2014-06-26;0;5
177;2014-06-27;0;5
178;2014-06-28;0;2
179;2014-06-29;0;6
180;2014-06-30;0;1
181;2014-07-01;0;1
182;2014-07-02;0;2
183;2014-07-03;0;3
184;2014-07-04;0;3
185;2014-07-05;0;5
186;2014-07-06;0;4
187;2014-07-07;0;6
188;2014-07-08;0;6
189;2014-07-09;0;8
190;2014-07-10;0;5
191;2014-07-11;0;4
192;2014-07-12;0;6
193;2014-07-13;0;6
194;2014-07-14;0;3
195;2014-07-15;0;5
196;2014-07-16;0;7
197;2014-07-17;0;0
198;2014-07-18;0;2
199;2014-07-19;0;3
200;2014-07-20;0;3
201;2014-07-21;0;6
202;2014-07-22;0;6
203;2014-07-23;0;3
204;2014-07-24;0;4
205;2014-07-25;0;3
206;2014-07-26;0;8
207;2014-07-27;0;2
208;2014-07-28;0;2
209;2014-07-29;0;8
210;2014-07-30;0;2
211;2014-07-31;0;4
212;2014-08-01;0;4
213;2014-08-02;0;5
214;2014-08-03;0;6
215;2014-08-04;0;5
216;2014-08-05;0;9
217;2014-08-06;0;5
218;2014-08-07;0;4
219;2014-08-08;0;2
220;2014-08-09;0;2
221;2014-08-10;0;2
222;2014-08-11;0;0
223;2014-08-12;0;4
224;2014-08-13;0;3
225;2014-08-14;0;5
226;2014-08-15;0;1
227;2014-08-16;0;8
228;2014-08-17;0;1
229;2014-08-18;0;2
230;2014-08-19;0;4
231;2014-08-20;0;9
232;2014-08-21;0;4
233;2014-08-22;0;3
234;2014-08-23;0;3
235;2014-08-24;0;6
236;2014-08-25;0;1
237;2014-08-26;0;1
238;2014-08-27;0;5
239;2014-08-28;0;4
240;2014-08-29;0;5
241;2014-08-30;0;1
242;2014-08-31;0;5
243;2014-09-01;0;6
244;2014-09-02;0;4
245;2014-09-03;0;3
246;2014-09-04;0;4
247;2014-09-05;0;4
248;2014-09-06;0;2
249;2014-09-07;0;4
250;2014-09-08;0;0
251;2014-09-09;0;3
252;2014-09-10;0;3
253;2014-09-11;0;5
254;2014-09-12;0;3
255;2014-09-13;0;3
256;2014-09-14;0;4
257;2014-09-15;0;3
258;2014-09-16;0;7
259;2014-09-17;0;6
260;2014-09-18;0;6
261;2014-09-19;0;5
262;2014-09-20;0;5
263;2014-09-21;0;3
264;2014-09-22;0;2
265;2014-09-23;0;8
266;2014-09-24;0;4
267;2014-09-25;0;5
268;2014-09-26;0;4
269;2014-09-27;0;4
270;2014-09-28;0;3
271;2014-09-29;0;1
272;2014-09-30;0;10
273;2014-10-01;0;2
274;2014-10-02;0;7
275;2014-10-03;0;3
276;2014-10-04;0;8
277;2014-10-05;0;4
278;2014-10-06;0;5
279;2014-10-07;0;3
280;2014-10-08;0;3
281;2014-10-09;0;3
282;2014-10-10;0;4
283;2014-10-11;0;5
284;2014-10-12;0;1
285;2014-10-13;0;3
286;2014-10-14;0;6
287;2014-10-15;0;6
288;2014-10-16;0;4
289;2014-10-17;0;4
290;2014-10-18;0;4
291;2014-10-19;0;1
292;2014-10-20;0;2
293;2014-10-21;0;3
294;2014-10-22;0;3
295;2014-10-23;0;2
296;2014-10-24;0;4
297;2014-10-25;0;1
298;2014-10-26;0;1
299;2014-10-27;0;3
300;2014-10-28;0;3
301;2014-10-29;0;6
302;2014-10-30;0;2
303;2014-10-31;0;6
304;2014-11-01;0;4
305;2014-11-02;0;6
306;2014-11-03;0;3
307;2014-11-04;0;3
308;2014-11-05;0;5
309;2014-11-06;0;4
310;2014-11-07;0;2
311;2014-11-08;0;5
312;2014-11-09;0;6
313;2014-11-10;0;5
314;2014-11-11;0;4
315;2014-11-12;0;9
316;2014-11-13;0;8
317;2014-11-14;0;6
318;2014-11-15;0;6
319;2014-11-16;0;4
320;2014-11-17;0;7
321;2014-11-18;0;3
322;2014-11-19;0;1
323;2014-11-20;0;4
324;2014-11-21;0;3
325;2014-11-22;0;3
326;2014-11-23;0;4
327;2014-11-24;0;3
328;2014-11-25;0;4
329;2014-11-26;0;6
330;2014-11-27;0;2
331;2014-11-28;0;4
332;2014-11-29;0;3
333;2014-11-30;0;8
334;2014-12-01;0;3
335;2014-12-02;0;2
336;2014-12-03;0;5
337;2014-12-04;0;3
338;2014-12-05;0;5
339;2014-12-06;0;5
340;2014-12-07;0;3
341;2014-12-08;0;6
342;2014-12-09;0;5
343;2014-12-10;0;7
344;2014-12-11;0;6
345;2014-12-12;0;6
346;2014-12-13;0;3
347;2014-12-14;0;1
348;2014-12-15;0;5
349;2014-12-16;0;1
350;2014-12-17;0;4
351;2014-12-18;0;5
352;2014-12-19;0;5
353;2014-12-20;0;8
354;2014-12-21;0;5
355;2014-12-22;0;6
356;2014-12-23;0;3
357;2014-12-24;0;4
358;2014-12-25;0;6
359;2014-12-26;0;3
360;2014-12-27;0;1
361;2014-12-28;0;5
362;2014-12-29;0;9
363;2014-12-30;0;4
364;2014-12-31;0;5
365;2015-01-01;0;5
366;2015-01-02;0;4
367;2015-01-03;0;2
368;2015-01-04;0;3
369;2015-01-05;0;6
370;2015-01-06;0;4
371;2015-01-07;0;4
372;2015-01-08;0;3
373;2015-01-09;0;3
374;2015-01-10;0;2
375;2015-01-11;0;5
376;2015-01-12;0;4
377;2015-01-13;0;7
378;2015-01-14;0;3
379;2015-01-15;0;3
380;2015-01-16;0;7
381;2015-01-17;0;2
382;2015-01-18;0;3
383;2015-01-19;0;5
384;2015-01-20;0;4
385;2015-01-21;0;4
386;2015-01-22;0;3
387;2015-01-23;0;3
388;2015-01-24;0;4
389;2015-01-25;0;4
390;2015-01-26;0;3
391;2015-01-27;0;4
392;2015-01-28;0;8
393;2015-01-29;0;3
394;2015-01-30;0;3
395;2015-01-31;0;6
396;2015-02-01;0;4
397;2015-02-02;0;6
398;2015-02-03;0;6
399;2015-02-04;0;2
400;2015-02-05;0;8
401;2015-02-06;0;4
402;2015-02-07;0;3
403;2015-02-08;0;3
404;2015-02-09;0;5
405;2015-02-10;0;8
406;2015-02-11;0;3
407;2015-02-12;0;2
408;2015-02-13;0;5
409;2015-02-14;0;4
410;2015-02-15;0;8
411;2015-02-16;0;4
412;2015-02-17;0;3
413;2015-02-18;0;5
414;2015-02-19;0;5
415;2015-02-20;0;6
416;2015-02-21;0;7
417;2015-02-22;0;3
418;2015-02-23;0;4
419;2015-02-24;0;4
420;2015-02-25;0;1
421;2015-02-26;0;5
422;2015-02-27;0;2
423;2015-02-28;0;2
424;2015-03-01;0;4
425;2015-03-02;0;6
426;2015-03-03;0;2
427;2015-03-04;0;3
428;2015-03-05;0;3
429;2015-03-06;0;4
430;2015-03-07;0;2
431;2015-03-08;0;6
432;2015-03-09;0;3
433;2015-03-10;0;6
434;2015-03-11;0;4
435;2015-03-12;0;1
436;2015-03-13;0;2
437;2015-03-14;0;3
438;2015-03-15;0;3
439;2015-03-16;0;4
440;2015-03-17;0;6
441;2015-03-18;0;3
442;2015-03-19;0;3
443;2015-03-20;0;2
444;2015-03-21;0;5
445;2015-03-22;0;4
446;2015-03-23;0;2
447;2015-03-24;0;4
448;2015-03-25;0;4
449;2015-03-26;0;5
450;2015-03-27;0;2
451;2015-03-28;0;1
452;2015-03-29;0;7
453;2015-03-30;0;4
454;2015-03-31;0;4
455;2015-04-01;0;4
456;2015-04-02;0;8
457;2015-04-03;0;3
458;2015-04-04;0;3
459;2015-04-05;0;7
460;2015-04-06;0;8
461;2015-04-07;0;4
462;2015-04-08;0;2
463;2015-04-09;0;4
464;2015-04-10;0;3
465;2015-04-11;0;4
466;2015-04-12;0;5
467;2015-04-13;0;5
468;2015-04-14;0;2
469;2015-04-15;0;2
470;2015-04-16;0;4
471;2015-04-17;0;1
472;2015-04-18;0;5
473;2015-04-19;0;0
474;2015-04-20;0;5
475;2015-04-21;0;5
476;2015-04-22;0;4
477;2015-04-23;0;6
478;2015-04-24;0;3
479;2015-04-25;0;2
480;2015-04-26;0;6
481;2015-04-27;0;1
482;2015-04-28;0;8
483;2015-04-29;0;4
484;2015-04-30;0;4
485;2015-05-01;0;4
486;2015-05-02;0;1
487;2015-05-03;0;4
488;2015-05-04;0;6
489;2015-05-05;0;8
490;2015-05-06;0;4
491;2015-05-07;0;4
492;2015-05-08;0;1
493;2015-05-09;0;5
494;2015-05-10;0;5
495;2015-05-11;0;4
496;2015-05-12;0;2
497;2015-05-13;0;3
498;2015-05-14;0;2
499;2015-05-15;0;1
500;2015-05-16;0;4
501;2015-05-17;0;7
502;2015-05-18;0;3
503;2015-05-19;0;4
504;2015-05-20;0;3
505;2015-05-21;0;7
506;2015-05-22;0;3
507;2015-05-23;0;4
508;2015-05-24;0;8
509;2015-05-25;0;8
510;2015-05-26;0;3
511;2015-05-27;0;2
512;2015-05-28;0;4
513;2015-05-29;0;7
514;2015-05-30;0;4
515;2015-05-31;0;3
516;2015-06-01;0;1
0;2014-01-01;1;0
1;2014-01-02;1;1
2;2014-01-03;1;0
3;2014-01-04;1;2
4;2014-01-05;1;1
5;2014-01-06;1;2
6;2014-01-07;1;3
7;2014-01-08;1;1
8;2014-01-09;1;0
9;2014-01-10;1;2
10;2014-01-11;1;3
11;2014-01-12;1;2
12;2014-01-13;1;1
13;2014-01-14;1;5
14;2014-01-15;1;4
15;2014-01-16;1;2
16;2014-01-17;1;4
17;2014-01-18;1;2
18;2014-01-19;1;1
19;2014-01-20;1;3
20;2014-01-21;1;2
21;2014-01-22;1;1
22;2014-01-23;1;2
23;2014-01-24;1;2
24;2014-01-25;1;4
25;2014-01-26;1;1
26;2014-01-27;1;1
27;2014-01-28;1;2
28;2014-01-29;1;2
29;2014-01-30;1;0
30;2014-01-31;1;1
31;2014-02-01;1;3
32;2014-02-02;1;1
33;2014-02-03;1;3
34;2014-02-04;1;2
35;2014-02-05;1;1
36;2014-02-06;1;2
37;2014-02-07;1;2
38;2014-02-08;1;3
39;2014-02-09;1;3
40;2014-02-10;1;3
41;2014-02-11;1;3
42;2014-02-12;1;3
43;2014-02-13;1;1
44;2014-02-14;1;5
45;2014-02-15;1;3
46;2014-02-16;1;3
47;2014-02-17;1;0
48;2014-02-18;1;0
49;2014-02-19;1;2
50;2014-02-20;1;2
51;2014-02-21;1;4
52;2014-02-22;1;3
53;2014-02-23;1;2
54;2014-02-24;1;0
55;2014-02-25;1;1
56;2014-02-26;1;1
57;2014-02-27;1;4
58;2014-02-28;1;2
59;2014-03-01;1;1
60;2014-03-02;1;3
61;2014-03-03;1;2
62;2014-03-04;1;4
63;2014-03-05;1;3
64;2014-03-06;1;1
65;2014-03-07;1;4
66;2014-03-08;1;0
67;2014-03-09;1;1
68;2014-03-10;1;1
69;2014-03-11;1;3
70;2014-03-12;1;1
71;2014-03-13;1;2
72;2014-03-14;1;3
73;2014-03-15;1;1
74;2014-03-16;1;2
75;2014-03-17;1;1
76;2014-03-18;1;3
77;2014-03-19;1;2
78;2014-03-20;1;3
79;2014-03-21;1;1
80;2014-03-22;1;0
81;2014-03-23;1;0
82;2014-03-24;1;2
83;2014-03-25;1;1
84;2014-03-26;1;1
85;2014-03-27;1;3
86;2014-03-28;1;4
87;2014-03-29;1;2
88;2014-03-30;1;2
89;2014-03-31;1;1
90;2014-04-01;1;3
91;2014-04-02;1;1
92;2014-04-03;1;2
93;2014-04-04;1;1
94;2014-04-05;1;3
95;2014-04-06;1;1
96;2014-04-07;1;0
97;2014-04-08;1;5
98;2014-04-09;1;3
99;2014-04-10;1;2
100;2014-04-11;1;1
101;2014-04-12;1;2
102;2014-04-13;1;4
103;2014-04-14;1;0
104;2014-04-15;1;2
105;2014-04-16;1;2
106;2014-04-17;1;5
107;2014-04-18;1;0
108;2014-04-19;1;0
109;2014-04-20;1;3
110;2014-04-21;1;3
111;2014-04-22;1;1
112;2014-04-23;1;2
113;2014-04-24;1;2
114;2014-04-25;1;2
115;2014-04-26;1;1
116;2014-04-27;1;5
117;2014-04-28;1;0
118;2014-04-29;1;5
119;2014-04-30;1;3
120;2014-05-01;1;2
121;2014-05-02;1;3
122;2014-05-03;1;1
123;2014-05-04;1;1
124;2014-05-05;1;0
125;2014-05-06;1;2
126;2014-05-07;1;2
127;2014-05-08;1;1
128;2014-05-09;1;0
129;2014-05-10;1;4
130;2014-05-11;1;2
131;2014-05-12;1;1
132;2014-05-13;1;3
133;2014-05-14;1;1
134;2014-05-15;1;2
135;2014-05-16;1;3
136;2014-05-17;1;1
137;2014-05-18;1;0
138;2014-05-19;1;2
139;2014-05-20;1;2
140;2014-05-21;1;1
141;2014-05-22;1;2
142;2014-05-23;1;2
143;2014-05-24;1;3
144;2014-05-25;1;3
145;2014-05-26;1;3
146;2014-05-27;1;2
147;2014-05-28;1;2
148;2014-05-29;1;1
149;2014-05-30;1;4
150;2014-05-31;1;4
151;2014-06-01;1;2
152;2014-06-02;1;5
153;2014-06-03;1;2
154;2014-06-04;1;1
155;2014-06-05;1;2
156;2014-06-06;1;0
157;2014-06-07;1;3
158;2014-06-08;1;0
159;2014-06-09;1;3
160;2014-06-10;1;1
161;2014-06-11;1;0
162;2014-06-12;1;3
163;2014-06-13;1;1
164;2014-06-14;1;2
165;2014-06-15;1;3
166;2014-06-16;1;4
167;2014-06-17;1;3
168;2014-06-18;1;3
169;2014-06-19;1;1
170;2014-06-20;1;0
171;2014-06-21;1;4
172;2014-06-22;1;2
173;2014-06-23;1;2
174;2014-06-24;1;1
175;2014-06-25;1;3
176;2014-06-26;1;2
177;2014-06-27;1;0
178;2014-06-28;1;3
179;2014-06-29;1;3
180;2014-06-30;1;4
181;2014-07-01;1;2
182;2014-07-02;1;5
183;2014-07-03;1;2
184;2014-07-04;1;1
185;2014-07-05;1;4
186;2014-07-06;1;0
187;2014-07-07;1;1
188;2014-07-08;1;3
189;2014-07-09;1;2
190;2014-07-10;1;1
191;2014-07-11;1;4
192;2014-07-12;1;0
193;2014-07-13;1;0
194;2014-07-14;1;4
195;2014-07-15;1;3
196;2014-07-16;1;0
197;2014-07-17;1;3
198;2014-07-18;1;1
199;2014-07-19;1;3
200;2014-07-20;1;0
201;2014-07-21;1;2
202;2014-07-22;1;3
203;2014-07-23;1;2
204;2014-07-24;1;0
205;2014-07-25;1;2
206;2014-07-26;1;1
207;2014-07-27;1;2
208;2014-07-28;1;3
209;2014-07-29;1;3
210;2014-07-30;1;1
211;2014-07-31;1;1
212;2014-08-01;1;2
213;2014-08-02;1;4
214;2014-08-03;1;1
215;2014-08-04;1;2
216;2014-08-05;1;3
217;2014-08-06;1;6
218;2014-08-07;1;0
219;2014-08-08;1;2
220;2014-08-09;1;0
221;2014-08-10;1;4
222;2014-08-11;1;1
223;2014-08-12;1;0
224;2014-08-13;1;3
225;2014-08-14;1;3
226;2014-08-15;1;1
227;2014-08-16;1;4
228;2014-08-17;1;3
229;2014-08-18;1;2
230;2014-08-19;1;2
231;2014-08-20;1;1
232;2014-08-21;1;1
233;2014-08-22;1;2
234;2014-08-23;1;1
235;2014-08-24;1;0
236;2014-08-25;1;2
237;2014-08-26;1;3
238;2014-08-27;1;3
239;2014-08-28;1;5
240;2014-08-29;1;0
241;2014-08-30;1;1
242;2014-08-31;1;2
243;2014-09-01;1;1
244;2014-09-02;1;2
245;2014-09-03;1;1
246;2014-09-04;1;1
247;2014-09-05;1;0
248;2014-09-06;1;1
249;2014-09-07;1;1
250;2014-09-08;1;2
251;2014-09-09;1;3
252;2014-09-10;1;3
253;2014-09-11;1;2
254;2014-09-12;1;3
255;2014-09-13;1;3
256;2014-09-14;1;5
257;2014-09-15;1;2
258;2014-09-16;1;4
259;2014-09-17;1;1
260;2014-09-18;1;0
261;2014-09-19;1;5
262;2014-09-20;1;0
263;2014-09-21;1;0
264;2014-09-22;1;3
265;2014-09-23;1;3
266;2014-09-24;1;4
267;2014-09-25;1;7
268;2014-09-26;1;2
269;2014-09-27;1;2
270;2014-09-28;1;1
271;2014-09-29;1;3
272;2014-09-30;1;2
273;2014-10-01;1;2
274;2014-10-02;1;0
275;2014-10-03;1;4
276;2014-10-04;1;2
277;2014-10-05;1;4
278;2014-10-06;1;4
279;2014-10-07;1;1
280;2014-10-08;1;2
281;2014-10-09;1;4
282;2014-10-10;1;2
283;2014-10-11;1;7
284;2014-10-12;1;4
285;2014-10-13;1;3
286;2014-10-14;1;2
287;2014-10-15;1;1
288;2014-10-16;1;1
289;2014-10-17;1;2
290;2014-10-18;1;0
291;2014-10-19;1;2
292;2014-10-20;1;1
293;2014-10-21;1;4
294;2014-10-22;1;3
295;2014-10-23;1;2
296;2014-10-24;1;1
297;2014-10-25;1;1
298;2014-10-26;1;2
299;2014-10-27;1;4
300;2014-10-28;1;2
301;2014-10-29;1;2
302;2014-10-30;1;1
303;2014-10-31;1;1
304;2014-11-01;1;0
305;2014-11-02;1;2
306;2014-11-03;1;1
307;2014-11-04;1;0
308;2014-11-05;1;0
309;2014-11-06;1;2
310;2014-11-07;1;0
311;2014-11-08;1;2
312;2014-11-09;1;2
313;2014-11-10;1;1
314;2014-11-11;1;2
315;2014-11-12;1;1
316;2014-11-13;1;5
317;2014-11-14;1;0
318;2014-11-15;1;0
319;2014-11-16;1;3
320;2014-11-17;1;0
321;2014-11-18;1;3
322;2014-11-19;1;3
323;2014-11-20;1;1
324;2014-11-21;1;3
325;2014-11-22;1;0
326;2014-11-23;1;1
327;2014-11-24;1;0
328;2014-11-25;1;0
329;2014-11-26;1;1
330;2014-11-27;1;1
331;2014-11-28;1;4
332;2014-11-29;1;3
333;2014-11-30;1;1
334;2014-12-01;1;1
335;2014-12-02;1;5
336;2014-12-03;1;2
337;2014-12-04;1;3
338;2014-12-05;1;4
339;2014-12-06;1;1
340;2014-12-07;1;3
341;2014-12-08;1;2
342;2014-12-09;1;1
343;2014-12-10;1;1
344;2014-12-11;1;1
345;2014-12-12;1;0
346;2014-12-13;1;2
347;2014-12-14;1;2
348;2014-12-15;1;2
349;2014-12-16;1;0
350;2014-12-17;1;5
351;2014-12-18;1;0
352;2014-12-19;1;3
353;2014-12-20;1;5
354;2014-12-21;1;3
355;2014-12-22;1;3
356;2014-12-23;1;3
357;2014-12-24;1;3
358;2014-12-25;1;0
359;2014-12-26;1;2
360;2014-12-27;1;0
361;2014-12-28;1;3
362;2014-12-29;1;3
363;2014-12-30;1;2
364;2014-12-31;1;1
365;2015-01-01;1;4
366;2015-01-02;1;0
367;2015-01-03;1;2
368;2015-01-04;1;0
369;2015-01-05;1;5
370;2015-01-06;1;6
371;2015-01-07;1;1
372;2015-01-08;1;2
373;2015-01-09;1;2
374;2015-01-10;1;5
375;2015-01-11;1;4
376;2015-01-12;1;2
377;2015-01-13;1;4
378;2015-01-14;1;3
379;2015-01-15;1;3
380;2015-01-16;1;0
381;2015-01-17;1;2
382;2015-01-18;1;2
383;2015-01-19;1;2
384;2015-01-20;1;2
385;2015-01-21;1;2
386;2015-01-22;1;5
387;2015-01-23;1;1
388;2015-01-24;1;2
389;2015-01-25;1;1
390;2015-01-26;1;1
391;2015-01-27;1;1
392;2015-01-28;1;2
393;2015-01-29;1;1
394;2015-01-30;1;3
395;2015-01-31;1;2
396;2015-02-01;1;3
397;2015-02-02;1;3
398;2015-02-03;1;1
399;2015-02-04;1;0
400;2015-02-05;1;1
401;2015-02-06;1;0
402;2015-02-07;1;1
403;2015-02-08;1;1
404;2015-02-09;1;2
405;2015-02-10;1;1
406;2015-02-11;1;2
407;2015-02-12;1;1
408;2015-02-13;1;1
409;2015-02-14;1;1
410;2015-02-15;1;3
411;2015-02-16;1;5
412;2015-02-17;1;4
413;2015-02-18;1;1
414;2015-02-19;1;0
415;2015-02-20;1;0
416;2015-02-21;1;3
417;2015-02-22;1;3
418;2015-02-23;1;1
419;2015-02-24;1;0
420;2015-02-25;1;2
421;2015-02-26;1;2
422;2015-02-27;1;2
423;2015-02-28;1;4
424;2015-03-01;1;1
425;2015-03-02;1;2
426;2015-03-03;1;4
427;2015-03-04;1;4
428;2015-03-05;1;3
429;2015-03-06;1;1
430;2015-03-07;1;5
431;2015-03-08;1;2
432;2015-03-09;1;2
433;2015-03-10;1;1
434;2015-03-11;1;0
435;2015-03-12;1;1
436;2015-03-13;1;0
437;2015-03-14;1;1
438;2015-03-15;1;4
439;2015-03-16;1;3
440;2015-03-17;1;2
441;2015-03-18;1;1
442;2015-03-19;1;3
443;2015-03-20;1;2
444;2015-03-21;1;4
445;2015-03-22;1;2
446;2015-03-23;1;4
447;2015-03-24;1;2
448;2015-03-25;1;4
449;2015-03-26;1;4
450;2015-03-27;1;1
451;2015-03-28;1;0
452;2015-03-29;1;2
453;2015-03-30;1;1
454;2015-03-31;1;2
455;2015-04-01;1;4
456;2015-04-02;1;2
457;2015-04-03;1;3
458;2015-04-04;1;4
459;2015-04-05;1;6
460;2015-04-06;1;5
461;2015-04-07;1;1
462;2015-04-08;1;2
463;2015-04-09;1;1
464;2015-04-10;1;1
465;2015-04-11;1;1
466;2015-04-12;1;2
467;2015-04-13;1;2
468;2015-04-14;1;3
469;2015-04-15;1;4
470;2015-04-16;1;4
471;2015-04-17;1;1
472;2015-04-18;1;6
473;2015-04-19;1;0
474;2015-04-20;1;1
475;2015-04-21;1;3
476;2015-04-22;1;3
477;2015-04-23;1;1
478;2015-04-24;1;3
479;2015-04-25;1;4
480;2015-04-26;1;1
481;2015-04-27;1;1
482;2015-04-28;1;2
483;2015-04-29;1;1
484;2015-04-30;1;2
485;2015-05-01;1;1
486;2015-05-02;1;3
487;2015-05-03;1;1
488;2015-05-04;1;3
489;2015-05-05;1;1
490;2015-05-06;1;1
491;2015-05-07;1;1
492;2015-05-08;1;1
493;2015-05-09;1;2
494;2015-05-10;1;5
495;2015-05-11;1;2
496;2015-05-12;1;2
497;2015-05-13;1;2
498;2015-05-14;1;3
499;2015-05-15;1;2
500;2015-05-16;1;2
501;2015-05-17;1;1
502;2015-05-18;1;0
503;2015-05-19;1;1
504;2015-05-20;1;1
505;2015-05-21;1;2
506;2015-05-22;1;1
507;2015-05-23;1;3
508;2015-05-24;1;1
509;2015-05-25;1;1
510;2015-05-26;1;1
511;2015-05-27;1;2
512;2015-05-28;1;0
513;2015-05-29;1;2
514;2015-05-30;1;2
515;2015-05-31;1;3
516;2015-06-01;1;4
0;2014-01-01;2;5
1;2014-01-02;2;6
2;2014-01-03;2;12
3;2014-01-04;2;5
4;2014-01-05;2;6
5;2014-01-06;2;1
6;2014-01-07;2;4
7;2014-01-08;2;5
8;2014-01-09;2;5
9;2014-01-10;2;4
10;2014-01-11;2;8
11;2014-01-12;2;4
12;2014-01-13;2;7
13;2014-01-14;2;6
14;2014-01-15;2;3
15;2014-01-16;2;3
16;2014-01-17;2;5
17;2014-01-18;2;4
18;2014-01-19;2;6
19;2014-01-20;2;8
20;2014-01-21;2;7
21;2014-01-22;2;8
22;2014-01-23;2;7
23;2014-01-24;2;1
24;2014-01-25;2;12
25;2014-01-26;2;4
26;2014-01-27;2;6
27;2014-01-28;2;4
28;2014-01-29;2;3
29;2014-01-30;2;5
30;2014-01-31;2;7
31;2014-02-01;2;9
32;2014-02-02;2;9
33;2014-02-03;2;7
34;2014-02-04;2;3
35;2014-02-05;2;4
36;2014-02-06;2;3
37;2014-02-07;2;6
38;2014-02-08;2;3
39;2014-02-09;2;7
